name,brand,category,sp,mrp,discount,type,weight,weightUnitType,description,productImageUrl,largeImageUrl
Bianca Velvet Floral 5 Pcs Cushion Cover Set (Multi) C_CUS239A_CUS239A_CUS239A_CUS239A_CUS239A,Bianca,Home Furnishing and Decor,1995,1995,0,Cushion Cover Set,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_423793.jpg?ts=1590068997,https://cdn.grofers.com/app/images/products/full_screen/pro_423793.jpg?ts=1590068997
Bianca Velvet Printed 5 Pcs Cushion Cover Set (Multi) C_CUS235A_CUS235A_CUS235A_CUS235A_CUS235A,Bianca,Home Furnishing and Decor,1995,1995,0,Cushion Cover Set,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_423792.jpg?ts=1590068997,https://cdn.grofers.com/app/images/products/full_screen/pro_423792.jpg?ts=1590068997
Bianca 100% Polyester C_WC104_WC104 Traditional Window Curtain (Gold),Bianca,Home Furnishing and Decor,1498,1498,0,Window Curtain,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_423717.jpg?ts=1590068833,https://cdn.grofers.com/app/images/products/full_screen/pro_423717.jpg?ts=1590068833
Bianca 100% Polyester C_WC102_WC102 Traditional Window Curtain (Coffee),Bianca,Home Furnishing and Decor,1498,1498,0,Window Curtain,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_423715.jpg?ts=1590068832,https://cdn.grofers.com/app/images/products/full_screen/pro_423715.jpg?ts=1590068832
"Ariana Polyester Maple-Wce- Bk Window Curtain (150, Black)",Ariana,Home Furnishing and Decor,569,1799,68,Window Curtain,150,unit,,https://cdn.grofers.com/app/images/products/normal/pro_425952.jpg?ts=1594730164,https://cdn.grofers.com/app/images/products/full_screen/pro_425952.jpg?ts=1594730164
"Ariana Polyester Ash Pack of 2-Wce- Aq Window Curtain (150, Aqua)",Ariana,Home Furnishing and Decor,699,1998,65,Window Curtain,150,unit,,https://cdn.grofers.com/app/images/products/normal/pro_425929.jpg?ts=1594729181,https://cdn.grofers.com/app/images/products/full_screen/pro_425929.jpg?ts=1594729181
"Ariana Polyester Ash Pack of 2-Wce- Bk Window Curtain (150, Black)",Ariana,Home Furnishing and Decor,699,1998,65,Window Curtain,150,unit,,https://cdn.grofers.com/app/images/products/normal/pro_425930.jpg?ts=1594729181,https://cdn.grofers.com/app/images/products/full_screen/pro_425930.jpg?ts=1594729181
"Ariana Polyester Ash Pack of 2-Wce- Br Window Curtain (150, Brown)",Ariana,Home Furnishing and Decor,699,1998,65,Window Curtain,150,unit,,https://cdn.grofers.com/app/images/products/normal/pro_425931.jpg?ts=1594729181,https://cdn.grofers.com/app/images/products/full_screen/pro_425931.jpg?ts=1594729181
"Ariana Polyester Ash Pack of 2-Wce- Rd Window Curtain (150, Red)",Ariana,Home Furnishing and Decor,699,1998,65,Window Curtain,150,unit,,https://cdn.grofers.com/app/images/products/normal/pro_425932.jpg?ts=1594729181,https://cdn.grofers.com/app/images/products/full_screen/pro_425932.jpg?ts=1594729181
"Ariana Polyester Aspen-Wce- Aq Window Curtain (150, Aqua)",Ariana,Home Furnishing and Decor,619,1582,60,Window Curtain,150,unit,,https://cdn.grofers.com/app/images/products/normal/pro_425936.jpg?ts=1594729256,https://cdn.grofers.com/app/images/products/full_screen/pro_425936.jpg?ts=1594729256
"Ariana Polyester Aspen-Wce- Br Window Curtain (150, Brown)",Ariana,Home Furnishing and Decor,619,1582,60,Window Curtain,150,unit,,https://cdn.grofers.com/app/images/products/normal/pro_425937.jpg?ts=1594730159,https://cdn.grofers.com/app/images/products/full_screen/pro_425937.jpg?ts=1594730159
"Ariana Polyester Aspen-Wce- Mr Window Curtain (150, Maroon)",Ariana,Home Furnishing and Decor,619,1582,60,Window Curtain,150,unit,,https://cdn.grofers.com/app/images/products/normal/pro_425938.jpg?ts=1594730160,https://cdn.grofers.com/app/images/products/full_screen/pro_425938.jpg?ts=1594730160
Walton DIWALI 004 Handmade Cotton Sri Ganeshaya Namah Decorative Hanging Bandhanwar Door Toran (Multi Colour),Walton,Home Furnishing and Decor,69,229,69,Toran,"Multi Colour, 1 unit",unit,,https://cdn.grofers.com/app/images/products/normal/pro_405934.jpg?ts=1592205908,https://cdn.grofers.com/app/images/products/full_screen/pro_405934.jpg?ts=1592205908
Walton Decorative Rangoli Golden Sticker (Multi Colour),Walton,Home Furnishing and Decor,29,99,70,Sticker,"Multi Colour, 1 unit",unit,,https://cdn.grofers.com/app/images/products/normal/pro_405987.jpg?ts=1605521969,https://cdn.grofers.com/app/images/products/full_screen/pro_405987.jpg?ts=1605521969
Walton 10 pcs Rangoli Colourful Sticker (Multi Colour),Walton,Home Furnishing and Decor,39,60,35,Sticker,"Multi Colour, 1 unit",unit,,https://cdn.grofers.com/app/images/products/normal/pro_405986.jpg?ts=1592205910,https://cdn.grofers.com/app/images/products/full_screen/pro_405986.jpg?ts=1592205910
Walton DIWALI 008 Vedic Lakshmi Charan Sticker (Red),Walton,Home Furnishing and Decor,9,49,81,Sticker,"Red, 1 unit",unit,,https://cdn.grofers.com/app/images/products/normal/pro_405936.jpg?ts=1612520261,https://cdn.grofers.com/app/images/products/full_screen/pro_405936.jpg?ts=1612520261
Walton DIWALI 007 Pooja Kit (Multi Colour),Walton,Home Furnishing and Decor,49,199,75,Pooja Kit,"Multi Colour, 1 unit",unit,,https://cdn.grofers.com/app/images/products/normal/pro_405935.jpg?ts=1592205908,https://cdn.grofers.com/app/images/products/full_screen/pro_405935.jpg?ts=1592205908
Anil Traditional Beads & Stones Multicolor Assorted Rakhi,Anil,Home Furnishing and Decor,13,49,73,Rakhi,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_425731.jpg?ts=1594013299,https://cdn.grofers.com/app/images/products/full_screen/pro_425731.jpg?ts=1594013299
Anil Traditional Golden Metal Multicolor Assorted Rakhi,Anil,Home Furnishing and Decor,25,99,74,Rakhi,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_425732.jpg?ts=1594013314,https://cdn.grofers.com/app/images/products/full_screen/pro_425732.jpg?ts=1594013314
"Walton Christmas 1, 70 Bulbs Rice Light (Multi)",Walton,Home Furnishing and Decor,49,299,83,Rice Light,"Multi, 12 m",m,,https://cdn.grofers.com/app/images/products/normal/pro_438297.jpg?ts=1606815253,https://cdn.grofers.com/app/images/products/full_screen/pro_438297.jpg?ts=1606815253
"Walton Christmas 2, Big Star Christmas Toy (Multi)",Walton,Home Furnishing and Decor,19,99,80,Christmas Toy,"Multi, 1 unit",unit,,https://cdn.grofers.com/app/images/products/normal/pro_438298.jpg?ts=1606815253,https://cdn.grofers.com/app/images/products/full_screen/pro_438298.jpg?ts=1606815253
"Walton Christmas 7, Small Balls Christmas Toy (Multi)",Walton,Home Furnishing and Decor,29,89,67,Christmas Toy,"Multi, 12 units",units,,https://cdn.grofers.com/app/images/products/normal/pro_438303.jpg?ts=1606830336,https://cdn.grofers.com/app/images/products/full_screen/pro_438303.jpg?ts=1606830336
Walton Christmas 10 Christmas Tree (Green),Walton,Home Furnishing and Decor,99,299,66,Christmas Tree,"Green, 1 unit",unit,,https://cdn.grofers.com/app/images/products/normal/pro_438306.jpg?ts=1606831302,https://cdn.grofers.com/app/images/products/full_screen/pro_438306.jpg?ts=1606831302
"Walton Christmas 4, Medium Drum Christmas Toy (Multi)",Walton,Home Furnishing and Decor,29,79,63,Christmas Toy,"Multi, 12 units",units,,https://cdn.grofers.com/app/images/products/normal/pro_438300.jpg?ts=1606815403,https://cdn.grofers.com/app/images/products/full_screen/pro_438300.jpg?ts=1606815403
"Walton Christmas 6, Large Bells Christmas Toy (Multi)",Walton,Home Furnishing and Decor,29,79,63,Christmas Toy,"Multi, 6 units",units,,https://cdn.grofers.com/app/images/products/normal/pro_438302.jpg?ts=1606815403,https://cdn.grofers.com/app/images/products/full_screen/pro_438302.jpg?ts=1606815403
"Walton Christmas 8, Medium Balls Christmas Toy (Multi)",Walton,Home Furnishing and Decor,29,79,63,Christmas Toy,"Multi, 6 units",units,,https://cdn.grofers.com/app/images/products/normal/pro_438304.jpg?ts=1606830337,https://cdn.grofers.com/app/images/products/full_screen/pro_438304.jpg?ts=1606830337
"Walton Christmas 5, Medium Gift Boxes Christmas Toy (Multi)",Walton,Home Furnishing and Decor,19,49,61,Christmas Toy,"Multi, 12 units",units,,https://cdn.grofers.com/app/images/products/normal/pro_438301.jpg?ts=1606815403,https://cdn.grofers.com/app/images/products/full_screen/pro_438301.jpg?ts=1606815403
"Walton Christmas 9, Large Toffees Christmas Toy (Multi)",Walton,Home Furnishing and Decor,19,49,61,Christmas Toy,"Multi, 10 units",units,,https://cdn.grofers.com/app/images/products/normal/pro_438305.jpg?ts=1606830337,https://cdn.grofers.com/app/images/products/full_screen/pro_438305.jpg?ts=1606830337
Walton Diwali 014 70 Bulbs Rice Light,Walton,Home Furnishing and Decor,40,100,60,Rice Light,11 m,m,,https://cdn.grofers.com/app/images/products/normal/pro_405989.jpg?ts=1592115362,https://cdn.grofers.com/app/images/products/full_screen/pro_405989.jpg?ts=1592115362
HappyBaby 111 Pcs Fill and Tie Holi Water Balloons (Assorted),HappyBaby,Home Furnishing and Decor,96,200,52,Balloons,Assorted,unit,,https://cdn.grofers.com/app/images/products/normal/pro_383718.jpg?ts=1591160926,https://cdn.grofers.com/app/images/products/full_screen/pro_383718.jpg?ts=1591160926
"Walton Christmas 3, Small Snow Man Christmas Toy (Multi)",Walton,Home Furnishing and Decor,49,99,50,Christmas Toy,"Multi, 6 units",units,,https://cdn.grofers.com/app/images/products/normal/pro_438299.jpg?ts=1606830842,https://cdn.grofers.com/app/images/products/full_screen/pro_438299.jpg?ts=1606830842
Amaya Decors Small Flower Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,329,599,45,Tealight & Candle Holder,"Gold, 1 Pc",unit,,https://cdn.grofers.com/app/images/products/normal/pro_435009.jpg?ts=1603460408,https://cdn.grofers.com/app/images/products/full_screen/pro_435009.jpg?ts=1603460408
Amaya Decors Round Flower Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,389,699,44,Tealight & Candle Holder,"Gold, 1 Pc",unit,,https://cdn.grofers.com/app/images/products/normal/pro_435012.jpg?ts=1603460439,https://cdn.grofers.com/app/images/products/full_screen/pro_435012.jpg?ts=1603460439
Amaya Decors Triple Chain Flower Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,389,699,44,Tealight & Candle Holder,"Gold, 1 Pc",unit,,https://cdn.grofers.com/app/images/products/normal/pro_435010.jpg?ts=1603460408,https://cdn.grofers.com/app/images/products/full_screen/pro_435010.jpg?ts=1603460408
Amaya Decors Double Lotus Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,619,999,38,Tealight & Candle Holder,"Gold, 1 Pc",unit,,https://cdn.grofers.com/app/images/products/normal/pro_435008.jpg?ts=1603460408,https://cdn.grofers.com/app/images/products/full_screen/pro_435008.jpg?ts=1603460408
Amaya Decors Lotus with Beads Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,489,799,38,Tealight & Candle Holder,"Gold, 1 Pc",unit,,https://cdn.grofers.com/app/images/products/normal/pro_439717.jpg?ts=1611305860,https://cdn.grofers.com/app/images/products/full_screen/pro_439717.jpg?ts=1611305860
JLT Herbal Holi Gulal (Assorted) - Pack of 3,JLT,Home Furnishing and Decor,186,299,37,Gulal,"Assorted, 3x100 g",g,,https://cdn.grofers.com/app/images/products/normal/pro_400242.jpg?ts=1552378393,https://cdn.grofers.com/app/images/products/full_screen/pro_400242.jpg?ts=1552378393
Amaya Decors Shot Tealight & Candle Holder (Red),Amaya Decors,Home Furnishing and Decor,309,480,35,Tealight & Candle Holder,"Red, 4 Pcs",unit,,https://cdn.grofers.com/app/images/products/normal/pro_434997.jpg?ts=1603460365,https://cdn.grofers.com/app/images/products/full_screen/pro_434997.jpg?ts=1603460365
Amaya Decors Flower Cut Leaves Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,729,1100,33,Tealight & Candle Holder,"Gold, 1 Pc",unit,,https://cdn.grofers.com/app/images/products/normal/pro_435006.jpg?ts=1603460408,https://cdn.grofers.com/app/images/products/full_screen/pro_435006.jpg?ts=1603460408
Amaya Decors Satiya Sleeping Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,549,799,31,Tealight & Candle Holder,"Gold, 2 Pcs",unit,,https://cdn.grofers.com/app/images/products/normal/pro_439714.jpg?ts=1611305860,https://cdn.grofers.com/app/images/products/full_screen/pro_439714.jpg?ts=1611305860
Amaya Decors Satiya Standing Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,549,799,31,Tealight & Candle Holder,"Gold, 2 Pcs",unit,,https://cdn.grofers.com/app/images/products/normal/pro_439715.jpg?ts=1611305860,https://cdn.grofers.com/app/images/products/full_screen/pro_439715.jpg?ts=1611305860
Amaya Decors Laxmi Ganesh Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,279,400,30,Tealight & Candle Holder,"Gold, 2 Pcs",unit,,https://cdn.grofers.com/app/images/products/normal/pro_434996.jpg?ts=1603460364,https://cdn.grofers.com/app/images/products/full_screen/pro_434996.jpg?ts=1603460364
Amaya Decors Lotus Small Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,279,399,30,Tealight & Candle Holder,"Gold, 1 Pc",unit,,https://cdn.grofers.com/app/images/products/normal/pro_435003.jpg?ts=1604323201,https://cdn.grofers.com/app/images/products/full_screen/pro_435003.jpg?ts=1604323201
Amaya Decors Om Akhand Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,489,699,30,Tealight & Candle Holder,"Gold, 2 Pcs",unit,,https://cdn.grofers.com/app/images/products/normal/pro_439713.jpg?ts=1611305860,https://cdn.grofers.com/app/images/products/full_screen/pro_439713.jpg?ts=1611305860
Amaya Decors Detachable Lotus Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,919,1299,29,Tealight & Candle Holder,"Gold, 3 Pcs",unit,,https://cdn.grofers.com/app/images/products/normal/pro_439716.jpg?ts=1611305860,https://cdn.grofers.com/app/images/products/full_screen/pro_439716.jpg?ts=1611305860
Amaya Decors Tealight & Candle Holder (Black & Gold),Amaya Decors,Home Furnishing and Decor,779,1100,29,Tealight & Candle Holder,"Black & Gold, 3 Pcs",unit,,https://cdn.grofers.com/app/images/products/normal/pro_434999.jpg?ts=1603460365,https://cdn.grofers.com/app/images/products/full_screen/pro_434999.jpg?ts=1603460365
Amaya Decors Giant Wheel Tealight & Candle Holder (Copper Gold),Amaya Decors,Home Furnishing and Decor,929,1199,22,Tealight & Candle Holder,"Copper Gold, 1 Pc",unit,,https://cdn.grofers.com/app/images/products/normal/pro_435002.jpg?ts=1603460408,https://cdn.grofers.com/app/images/products/full_screen/pro_435002.jpg?ts=1603460408
Amaya Decors Wall Pentagon Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,249,300,17,Tealight & Candle Holder,"Gold, 2 Pcs",unit,,https://cdn.grofers.com/app/images/products/normal/pro_435000.jpg?ts=1603460365,https://cdn.grofers.com/app/images/products/full_screen/pro_435000.jpg?ts=1603460365
Amaya Decors Wall Round Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,249,300,17,Tealight & Candle Holder,"Gold, 2 Pcs",unit,,https://cdn.grofers.com/app/images/products/normal/pro_435001.jpg?ts=1603460408,https://cdn.grofers.com/app/images/products/full_screen/pro_435001.jpg?ts=1603460408
Amaya Decors Small Bowl Tealight & Candle Holder (Gold),Amaya Decors,Home Furnishing and Decor,219,250,12,Tealight & Candle Holder,"Gold, 1 Pc",unit,,https://cdn.grofers.com/app/images/products/normal/pro_435004.jpg?ts=1603460408,https://cdn.grofers.com/app/images/products/full_screen/pro_435004.jpg?ts=1603460408
"Impressions EWG0014 Cotton Floral Super Saver Bath Mat (Brown, Oval)",Impressions,Home Furnishing and Decor,49,199,75,Super Saver Bath Mat,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_395517.jpg?ts=1583394261,https://cdn.grofers.com/app/images/products/full_screen/pro_395517.jpg?ts=1583394261
"Impressions EWB0218 Cello Traditional Polycotton Chindi Rugs Doormat (Multicolor, Rectangular) - Set of 3",Impressions,Home Furnishing and Decor,99,249,60,Doormat,Set of 3,,,https://cdn.grofers.com/app/images/products/normal/pro_400592.jpg?ts=1600439423,https://cdn.grofers.com/app/images/products/full_screen/pro_400592.jpg?ts=1600439423
"Impressions EWB0217 Cello Cotton Doormat (Brown, Rectangular) - Set of 2",Impressions,Home Furnishing and Decor,95,249,61,Doormat,Set of 2,,,https://cdn.grofers.com/app/images/products/normal/pro_400591.jpg?ts=1583385831,https://cdn.grofers.com/app/images/products/full_screen/pro_400591.jpg?ts=1583385831
"Impressions EWB0216 Cello Cotton Doormat (Blue, Rectangular) - Set of 2",Impressions,Home Furnishing and Decor,99,249,60,Doormat,Set of 2,,,https://cdn.grofers.com/app/images/products/normal/pro_400589.jpg?ts=1583385831,https://cdn.grofers.com/app/images/products/full_screen/pro_400589.jpg?ts=1583385831
"Impressions Alto Polycotton Alto Doormat (Multi color, Oval) - Set of 3",Impressions,Home Furnishing and Decor,109,199,45,Doormat,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_402890.jpg?ts=1583386210,https://cdn.grofers.com/app/images/products/full_screen/pro_402890.jpg?ts=1583386210
"Impressions Fortune PVC Doormat (Green, Rectangular) - Set of 2",Impressions,Home Furnishing and Decor,152,399,61,Doormat,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_402891.jpg?ts=1583386210,https://cdn.grofers.com/app/images/products/full_screen/pro_402891.jpg?ts=1583386210
"Impressions Altruas Polyester Doormat (Red, Blue & Brown, Oval) - Set of 3",Impressions,Home Furnishing and Decor,159,249,36,Doormat,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_402887.jpg?ts=1583386210,https://cdn.grofers.com/app/images/products/full_screen/pro_402887.jpg?ts=1583386210
"Impressions EWG006 Outdoor Mat Large Polyester & Rubber Floral Doormat (Black, Rectangular)",Impressions,Home Furnishing and Decor,114,299,61,Doormat,1 unit,unit,,https://cdn.grofers.com/app/images/products/normal/pro_395545.jpg?ts=1600439352,https://cdn.grofers.com/app/images/products/full_screen/pro_395545.jpg?ts=1600439352
